Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"Malet Street, Bloomsbury","Great Percy Street, Clerkenwell","Malet Street, Bloomsbury to Great Percy Street, Clerkenwell",15,51,35,128,154,94,140,7,624
"Wapping Lane, Wapping","Vaughan Way, Wapping","Wapping Lane, Wapping to Vaughan Way, Wapping",0,45,112,129,113,99,123,3,624
"Tooley Street, Bermondsey","Tooley Street, Bermondsey","Tooley Street, Bermondsey to Tooley Street, Bermondsey",90,226,106,58,38,64,40,1,623
"Speakers' Corner 1, Hyde Park","Serpentine Car Park, Hyde Park","Speakers' Corner 1, Hyde Park to Serpentine Car Park, Hyde Park",42,180,198,73,59,36,33,1,622
"Great Marlborough Street, Soho","Belgrove Street , King's Cross","Great Marlborough Street, Soho to Belgrove Street , King's Cross",28,107,99,125,108,71,83,1,622
"Sun Street, Liverpool Street","Holborn Circus, Holborn","Sun Street, Liverpool Street to Holborn Circus, Holborn",29,115,108,114,91,63,98,3,621
"Queen Marys, Mile End","Bow Church Station, Bow","Queen Marys, Mile End to Bow Church Station, Bow",35,71,110,188,114,38,57,7,620
"Regent's Row , Haggerston ","York Hall, Bethnal Green","Regent's Row , Haggerston  to York Hall, Bethnal Green",42,120,119,102,105,65,60,6,619
"Imperial College, Knightsbridge","Gloucester Road Station, South Kensington","Imperial College, Knightsbridge to Gloucester Road Station, South Kensington",12,75,102,113,134,93,85,5,619
"Cumberland Gate, Hyde Park","Hyde Park Corner, Hyde Park","Cumberland Gate, Hyde Park to Hyde Park Corner, Hyde Park",23,135,209,86,76,49,40,0,618
"Garnet Street, Shadwell","Nesham Street, Wapping","Garnet Street, Shadwell to Nesham Street, Wapping",35,122,97,104,100,92,64,3,617
"South Kensington Station, South Kensington","Prince Consort Road, Knightsbridge","South Kensington Station, South Kensington to Prince Consort Road, Knightsbridge",55,139,118,84,87,62,68,4,617
"Regent's Row , Haggerston ","Bethnal Green Road, Shoreditch","Regent's Row , Haggerston  to Bethnal Green Road, Shoreditch",74,146,112,72,104,58,46,4,616
"Albert Gate, Hyde Park","Cumberland Gate, Hyde Park","Albert Gate, Hyde Park to Cumberland Gate, Hyde Park",36,191,202,74,63,30,20,0,616
"Jubilee Plaza, Canary Wharf","Alpha Grove, Millwall","Jubilee Plaza, Canary Wharf to Alpha Grove, Millwall",37,115,134,99,96,70,60,2,613
"Whitehall Place, Strand","Whitehall Place, Strand","Whitehall Place, Strand to Whitehall Place, Strand",119,188,108,102,37,34,22,1,611
"Great Percy Street, Clerkenwell","Malet Street, Bloomsbury","Great Percy Street, Clerkenwell to Malet Street, Bloomsbury",13,25,38,152,140,88,143,11,610
"Finsbury Circus, Liverpool Street","Newgate Street , St. Paul's","Finsbury Circus, Liverpool Street to Newgate Street , St. Paul's",10,95,134,91,110,62,104,2,608
"Belgrove Street , King's Cross","Guilford Street , Bloomsbury","Belgrove Street , King's Cross to Guilford Street , Bloomsbury",36,109,101,103,94,64,95,5,607
"Northington Street , Holborn","Belgrove Street , King's Cross","Northington Street , Holborn to Belgrove Street , King's Cross",37,102,110,117,91,62,86,1,606
"Fore Street, Guildhall","Waterloo Station 3, Waterloo","Fore Street, Guildhall to Waterloo Station 3, Waterloo",34,83,105,85,99,68,128,4,606
"Bow Church Station, Bow","Queen Marys, Mile End","Bow Church Station, Bow to Queen Marys, Mile End",31,85,104,160,128,44,52,1,605
"Derry Street, Kensington","Emperor's Gate, South Kensington","Derry Street, Kensington to Emperor's Gate, South Kensington",33,93,111,109,98,75,75,11,605
"Leman Street, Aldgate","Brushfield Street, Liverpool Street","Leman Street, Aldgate to Brushfield Street, Liverpool Street",31,102,127,93,96,50,102,3,604
"Waterloo Station 3, Waterloo","New Fetter Lane, Holborn","Waterloo Station 3, Waterloo to New Fetter Lane, Holborn",50,120,110,94,80,62,81,5,602
"Driffield Road, Old Ford","Driffield Road, Old Ford","Driffield Road, Old Ford to Driffield Road, Old Ford",73,166,204,54,40,33,30,0,600
"Russell Square Station, Bloomsbury","Wren Street, Holborn","Russell Square Station, Bloomsbury to Wren Street, Holborn",12,50,95,136,117,100,74,12,596
"Alfred Place, Bloomsbury","Belgrove Street , King's Cross","Alfred Place, Bloomsbury to Belgrove Street , King's Cross",43,98,99,104,88,52,111,1,596
"West Smithfield Rotunda, Farringdon","Wormwood Street, Liverpool Street","West Smithfield Rotunda, Farringdon to Wormwood Street, Liverpool Street",48,79,118,109,96,56,87,2,595
"Queen's Gate, Kensington Gardens","Hyde Park Corner, Hyde Park","Queen's Gate, Kensington Gardens to Hyde Park Corner, Hyde Park",14,85,180,108,89,74,43,2,595
"Lancaster Drive, Blackwall","Montgomery Square, Canary Wharf","Lancaster Drive, Blackwall to Montgomery Square, Canary Wharf",27,97,150,113,90,62,52,2,593
"Speakers' Corner 1, Hyde Park","Cumberland Gate, Hyde Park","Speakers' Corner 1, Hyde Park to Cumberland Gate, Hyde Park",56,214,173,50,34,25,37,4,593
"Wright's Lane, Kensington","Lexham Gardens, Kensington","Wright's Lane, Kensington to Lexham Gardens, Kensington",7,79,140,105,97,84,77,3,592
"Gloucester Road Station, South Kensington","Drayton Gardens, Chelsea","Gloucester Road Station, South Kensington to Drayton Gardens, Chelsea",26,81,87,115,107,85,84,5,590
"Great Russell Street, Bloomsbury","Belgrove Street , King's Cross","Great Russell Street, Bloomsbury to Belgrove Street , King's Cross",43,114,86,130,92,48,76,1,590
"Leman Street, Aldgate","Wormwood Street, Liverpool Street","Leman Street, Aldgate to Wormwood Street, Liverpool Street",37,83,94,97,93,72,104,8,588
"Ackroyd Drive, Bow","The Green Bridge, Mile End","Ackroyd Drive, Bow to The Green Bridge, Mile End",13,71,107,109,104,84,89,11,588
"Ashley Place, Victoria","Smith Square, Westminster","Ashley Place, Victoria to Smith Square, Westminster",28,87,84,100,100,83,100,5,587
"Waterloo Station 3, Waterloo","Moorfields, Moorgate","Waterloo Station 3, Waterloo to Moorfields, Moorgate",24,93,113,86,99,68,99,4,586
"The Green Bridge, Mile End","The Green Bridge, Mile End","The Green Bridge, Mile End to The Green Bridge, Mile End",80,164,157,61,57,34,25,4,582
"East Ferry Road, Cubitt Town","Spindrift Avenue, Millwall","East Ferry Road, Cubitt Town to Spindrift Avenue, Millwall",36,134,161,85,53,46,61,4,580
"Eagle Wharf Road, Hoxton","Old Street Station, St. Luke's","Eagle Wharf Road, Hoxton to Old Street Station, St. Luke's",26,101,93,95,118,61,82,4,580
"Speakers' Corner 2, Hyde Park","Cumberland Gate, Hyde Park","Speakers' Corner 2, Hyde Park to Cumberland Gate, Hyde Park",58,142,195,56,44,48,34,1,578
"Seville Street, Knightsbridge","Seville Street, Knightsbridge","Seville Street, Knightsbridge to Seville Street, Knightsbridge",123,285,49,47,14,39,21,0,578
"Walworth Road, Southwark","Rodney Road , Walworth","Walworth Road, Southwark to Rodney Road , Walworth",21,109,127,91,78,71,78,3,578
"Nesham Street, Wapping","Hermitage Court, Wapping","Nesham Street, Wapping to Hermitage Court, Wapping",14,64,148,105,94,80,66,4,575
"West Smithfield Rotunda, Farringdon","Waterloo Station 3, Waterloo","West Smithfield Rotunda, Farringdon to Waterloo Station 3, Waterloo",26,86,106,114,91,68,77,6,574
"Exhibition Road, South Kensington","Black Lion Gate, Kensington Gardens","Exhibition Road, South Kensington to Black Lion Gate, Kensington Gardens",27,101,115,123,97,55,46,8,572
"East India DLR, Blackwall","Churchill Place, Canary Wharf","East India DLR, Blackwall to Churchill Place, Canary Wharf",38,124,122,52,63,66,100,7,572
"Belgrove Street , King's Cross","Kingsway Southbound, Strand","Belgrove Street , King's Cross to Kingsway Southbound, Strand",14,71,95,110,124,83,72,3,572
"Exhibition Road, South Kensington","Exhibition Road, South Kensington","Exhibition Road, South Kensington to Exhibition Road, South Kensington",74,109,119,107,56,33,69,5,572
"Belgrove Street , King's Cross","Great Russell Street, Bloomsbury","Belgrove Street , King's Cross to Great Russell Street, Bloomsbury",43,128,83,105,80,55,74,3,571
"Holborn Circus, Holborn","Finsbury Circus, Liverpool Street","Holborn Circus, Holborn to Finsbury Circus, Liverpool Street",10,127,100,130,77,48,76,3,571
"Berry Street, Clerkenwell","Queen Street, Bank","Berry Street, Clerkenwell to Queen Street, Bank",30,89,96,110,83,59,101,3,571
"Albert Gate, Hyde Park","Serpentine Car Park, Hyde Park","Albert Gate, Hyde Park to Serpentine Car Park, Hyde Park",25,150,189,81,46,36,40,4,571
"Watney Street, Shadwell","Leman Street, Aldgate","Watney Street, Shadwell to Leman Street, Aldgate",25,90,98,95,95,98,65,4,570
"Green Street, Mayfair","Green Street, Mayfair","Green Street, Mayfair to Green Street, Mayfair",152,314,37,18,18,17,11,1,568
"Liverpool Road (N1 Centre), Angel","Eagle Wharf Road, Hoxton","Liverpool Road (N1 Centre), Angel to Eagle Wharf Road, Hoxton",29,89,93,75,93,95,87,7,568
"Bayley Street , Bloomsbury","Belgrove Street , King's Cross","Bayley Street , Bloomsbury to Belgrove Street , King's Cross",35,92,77,98,86,81,96,2,567
"Drayton Gardens, Chelsea","Gloucester Road Station, South Kensington","Drayton Gardens, Chelsea to Gloucester Road Station, South Kensington",21,82,76,104,113,81,88,2,567
"Brushfield Street, Liverpool Street","Bethnal Green Road, Shoreditch","Brushfield Street, Liverpool Street to Bethnal Green Road, Shoreditch",25,111,123,89,94,46,73,5,566
"Hop Exchange, The Borough","Baylis Road, Waterloo","Hop Exchange, The Borough to Baylis Road, Waterloo",45,112,113,82,81,52,78,2,565
"Prince Consort Road, Knightsbridge","South Kensington Station, South Kensington","Prince Consort Road, Knightsbridge to South Kensington Station, South Kensington",42,106,83,82,103,80,63,5,564
"Exhibition Road, South Kensington","Bayswater Road, Hyde Park","Exhibition Road, South Kensington to Bayswater Road, Hyde Park",35,114,105,113,60,68,63,6,564
"Wormwood Street, Liverpool Street","Queen Street, Bank","Wormwood Street, Liverpool Street to Queen Street, Bank",27,126,124,93,79,30,78,5,562
"South Kensington Station, South Kensington","Limerston Street, Chelsea","South Kensington Station, South Kensington to Limerston Street, Chelsea",39,102,111,115,79,64,49,3,562
"Wright's Lane, Kensington","Abingdon Villas, Kensington","Wright's Lane, Kensington to Abingdon Villas, Kensington",3,35,124,119,115,68,91,5,560
"Waterloo Place, St. James's","Waterloo Place, St. James's","Waterloo Place, St. James's to Waterloo Place, St. James's",62,153,109,84,53,59,33,6,559
"Serpentine Car Park, Hyde Park","Black Lion Gate, Kensington Gardens","Serpentine Car Park, Hyde Park to Black Lion Gate, Kensington Gardens",86,145,182,74,22,17,29,1,556
"Liverpool Road (N1 Centre), Angel","Wenlock Road , Hoxton","Liverpool Road (N1 Centre), Angel to Wenlock Road , Hoxton",31,82,95,89,107,72,71,9,556
"Bethnal Green Road, Shoreditch","Bethnal Green Road, Shoreditch","Bethnal Green Road, Shoreditch to Bethnal Green Road, Shoreditch",43,164,121,78,61,49,37,2,555
"Nesham Street, Wapping","Reardon Street, Wapping","Nesham Street, Wapping to Reardon Street, Wapping",24,72,124,81,97,62,87,7,554
"Hyde Park Corner, Hyde Park","Queen's Gate, Kensington Gardens","Hyde Park Corner, Hyde Park to Queen's Gate, Kensington Gardens",11,110,193,87,66,55,19,11,552
"Old Ford Road, Bethnal Green","Old Ford Road, Bethnal Green","Old Ford Road, Bethnal Green to Old Ford Road, Bethnal Green",92,197,108,42,47,33,27,2,548
"Albert Gate, Hyde Park","Palace Gate, Kensington Gardens","Albert Gate, Hyde Park to Palace Gate, Kensington Gardens",30,125,155,80,75,40,39,2,546
"Jubilee Gardens, South Bank","Jubilee Gardens, South Bank","Jubilee Gardens, South Bank to Jubilee Gardens, South Bank",53,215,134,30,29,41,39,4,545
"Hatton Garden, Holborn","Waterloo Station 3, Waterloo","Hatton Garden, Holborn to Waterloo Station 3, Waterloo",14,72,81,86,81,80,126,5,545
"Gloucester Road Station, South Kensington","Old Brompton Road, South Kensington","Gloucester Road Station, South Kensington to Old Brompton Road, South Kensington",14,58,113,114,91,64,85,6,545
"Park Lane , Hyde Park","Park Lane , Hyde Park","Park Lane , Hyde Park to Park Lane , Hyde Park",40,137,154,73,48,59,32,1,544
"Berry Street, Clerkenwell","Old Street Station, St. Luke's","Berry Street, Clerkenwell to Old Street Station, St. Luke's",23,90,96,104,79,63,81,7,543
"Queen Street, Bank","Berry Street, Clerkenwell","Queen Street, Bank to Berry Street, Clerkenwell",34,76,100,85,94,62,88,3,542
"Sun Street, Liverpool Street","Leonard Circus , Shoreditch","Sun Street, Liverpool Street to Leonard Circus , Shoreditch",5,42,108,134,120,61,70,2,542
"Belvedere Road, South Bank","Hop Exchange, The Borough","Belvedere Road, South Bank to Hop Exchange, The Borough",72,145,117,81,35,57,34,0,541
"Cheshire Street, Bethnal Green","Brushfield Street, Liverpool Street","Cheshire Street, Bethnal Green to Brushfield Street, Liverpool Street",25,122,83,81,82,78,67,3,541
"Old Street Station, St. Luke's","Shoreditch Park, Hoxton","Old Street Station, St. Luke's to Shoreditch Park, Hoxton",30,84,92,109,77,66,76,7,541
"Sun Street, Liverpool Street","Berry Street, Clerkenwell","Sun Street, Liverpool Street to Berry Street, Clerkenwell",38,102,116,94,72,51,64,3,540
"Bermondsey Street, Bermondsey","Hop Exchange, The Borough","Bermondsey Street, Bermondsey to Hop Exchange, The Borough",29,138,100,89,62,63,53,4,538
"Castlehaven Road, Camden Town","Castlehaven Road, Camden Town","Castlehaven Road, Camden Town to Castlehaven Road, Camden Town",53,190,119,48,41,49,34,4,538
"Holborn Circus, Holborn","Belgrove Street , King's Cross","Holborn Circus, Holborn to Belgrove Street , King's Cross",36,104,89,88,79,55,84,2,537
"Denyer Street, Knightsbridge","Sedding Street, Sloane Square","Denyer Street, Knightsbridge to Sedding Street, Sloane Square",7,61,100,108,108,57,93,2,536
"Bow Church Station, Bow","The Green Bridge, Mile End","Bow Church Station, Bow to The Green Bridge, Mile End",43,109,109,125,73,39,34,3,535
"Waterloo Station 3, Waterloo","Bank of England Museum, Bank","Waterloo Station 3, Waterloo to Bank of England Museum, Bank",37,108,115,94,70,41,68,1,534
"Kennington Cross, Kennington","Baylis Road, Waterloo","Kennington Cross, Kennington to Baylis Road, Waterloo",34,127,70,85,82,61,71,4,534
"Pritchard's Road, Bethnal Green","York Hall, Bethnal Green","Pritchard's Road, Bethnal Green to York Hall, Bethnal Green",12,52,76,104,102,76,108,4,534
"Hop Exchange, The Borough","Borough Road, Elephant & Castle","Hop Exchange, The Borough to Borough Road, Elephant & Castle",24,120,117,80,84,49,56,3,533
"Brunswick Square, Bloomsbury","Wren Street, Holborn","Brunswick Square, Bloomsbury to Wren Street, Holborn",8,47,77,133,112,70,76,9,532
"Guilford Street , Bloomsbury","Malet Street, Bloomsbury","Guilford Street , Bloomsbury to Malet Street, Bloomsbury",16,39,71,138,124,67,72,4,531
"Queen's Gate, Kensington Gardens","Palace Gate, Kensington Gardens","Queen's Gate, Kensington Gardens to Palace Gate, Kensington Gardens",58,172,127,69,54,22,27,1,530
"Bankside Mix, Bankside","Queen Street, Bank","Bankside Mix, Bankside to Queen Street, Bank",24,76,91,96,94,70,73,6,530
"Serpentine Car Park, Hyde Park","Albert Gate, Hyde Park","Serpentine Car Park, Hyde Park to Albert Gate, Hyde Park",20,157,184,68,39,38,22,1,529
"Old Street Station, St. Luke's","Sadlers Sports Centre, Finsbury","Old Street Station, St. Luke's to Sadlers Sports Centre, Finsbury",18,73,80,104,109,74,67,3,528
"Royal London Hospital, Whitechapel","Altab Ali Park, Whitechapel","Royal London Hospital, Whitechapel to Altab Ali Park, Whitechapel",8,87,99,110,79,76,66,0,525
"Swan Street, The Borough","Bricklayers Arms, Borough","Swan Street, The Borough to Bricklayers Arms, Borough",11,37,100,123,84,76,85,8,524
"Belgrove Street , King's Cross","Bayley Street , Bloomsbury","Belgrove Street , King's Cross to Bayley Street , Bloomsbury",26,66,67,95,84,80,103,3,524
"Gloucester Road Station, South Kensington","Imperial College, Knightsbridge","Gloucester Road Station, South Kensington to Imperial College, Knightsbridge",28,58,100,121,101,43,73,0,524
"Waterloo Station 3, Waterloo","Old Street Station, St. Luke's","Waterloo Station 3, Waterloo to Old Street Station, St. Luke's",27,65,81,86,108,67,87,2,523
"Brushfield Street, Liverpool Street","Hop Exchange, The Borough","Brushfield Street, Liverpool Street to Hop Exchange, The Borough",39,127,126,50,50,64,65,1,522
"Pitfield Street (North),Hoxton","Old Street Station, St. Luke's","Pitfield Street (North),Hoxton to Old Street Station, St. Luke's",27,72,73,105,89,75,73,8,522
"Hewison Street, Old Ford","Bow Road Station, Bow","Hewison Street, Old Ford to Bow Road Station, Bow",24,87,95,86,82,80,64,4,522
"Stonecutter Street, Holborn","Southwark Station 2, Southwark","Stonecutter Street, Holborn to Southwark Station 2, Southwark",34,113,80,65,88,54,84,3,521
"Stonecutter Street, Holborn","Stamford Street, South Bank","Stonecutter Street, Holborn to Stamford Street, South Bank",35,94,75,46,117,70,83,0,520
"Belgrove Street , King's Cross","Brunswick Square, Bloomsbury","Belgrove Street , King's Cross to Brunswick Square, Bloomsbury",30,81,84,93,97,60,71,4,520
"Museum of London, Barbican","Finsbury Circus, Liverpool Street","Museum of London, Barbican to Finsbury Circus, Liverpool Street",0,65,117,120,100,50,63,5,520
"Belgrove Street , King's Cross","Great Marlborough Street, Soho","Belgrove Street , King's Cross to Great Marlborough Street, Soho",30,99,70,89,89,67,69,5,518
"Triangle Car Park, Hyde Park","Triangle Car Park, Hyde Park","Triangle Car Park, Hyde Park to Triangle Car Park, Hyde Park",0,0,40,195,127,79,69,8,518
"Waterloo Station 3, Waterloo","Breams Buildings, Holborn","Waterloo Station 3, Waterloo to Breams Buildings, Holborn",32,85,91,89,74,60,84,2,517
"Old Street Station, St. Luke's","Bethnal Green Road, Shoreditch","Old Street Station, St. Luke's to Bethnal Green Road, Shoreditch",38,88,103,94,82,62,44,5,516
"Cumberland Gate, Hyde Park","Albert Gate, Hyde Park","Cumberland Gate, Hyde Park to Albert Gate, Hyde Park",27,146,187,52,53,18,31,2,516
