Rental Id,Billable Duration,Duration,Unique ID/Customer Record Number,Subscription Id,Bike Id,End Date,EndStation Id,EndStation Logical Terminal,EndStation Name,endStationPriority_id,Start Date,StartStation Id,StartStation Logical Terminal,StartStation Name,startStationPriority_id,EndHourCategory Id,StartHourCategory Id,BikeUserType Id
18957001,291,291,14614243,4372476,8908,06/01/2013 00:22,540,200134,"Albany Street, Regent's Park",0,06/01/2013 00:18,239,1090,"Warren Street Station, Euston",1,0,0,1
18948022,327,328,242706909,8065320,8046,06/01/2013 00:23,454,200046,"Napier Avenue, Millwall",0,06/01/2013 00:18,586,200092,"Mudchute DLR, Cubitt Town",0,0,0,1
18952078,188,188,1107073974,3564020,4389,06/01/2013 00:21,331,1211,"Bunhill Row, Moorgate",0,06/01/2013 00:18,95,1065,"Aldersgate Street, Barbican",1,0,0,1
18955438,1488,1488,864767824,9118622,5833,06/01/2013 00:43,431,22183,"Crinan Street, King's Cross",0,06/01/2013 00:18,39,3445,"Shoreditch High Street, Shoreditch",1,0,0,0
18943910,1521,1521,855737286,9118424,3900,06/01/2013 00:43,428,22179,"Exhibition Road, South Kensington",0,06/01/2013 00:18,325,1158,"St. Martin's Street, West End",0,0,0,0
18952932,1146,1146,1078526187,5751622,2988,06/01/2013 00:37,470,200174,"Mostyn Grove, Bow",0,06/01/2013 00:18,512,200083,"Pritchard's Road, Bethnal Green",0,0,0,1
18948819,1010,1011,1322877391,9090972,8765,06/01/2013 00:35,458,200034,"Wapping Lane, Wapping",0,06/01/2013 00:18,73,1064,"Old Street Station, St. Luke's",1,0,0,0
18945377,253,254,2140430907,9116152,3313,06/01/2013 00:22,573,200001,"Limerston Street, Chelsea",0,06/01/2013 00:18,529,200010,"Manresa Road, Chelsea",0,0,0,0
18956098,599,600,2125555712,7608820,8616,06/01/2013 00:28,410,1058,"Edgware Road Station, Paddington",0,06/01/2013 00:18,6,3424,"Broadcasting House, Marylebone",0,0,0,1
18958366,882,883,31969983,8973795,6317,06/01/2013 00:33,495,200252,"Bow Church Station, Bow",0,06/01/2013 00:18,512,200083,"Pritchard's Road, Bethnal Green",0,0,0,1
18953475,300,300,119675565,8248313,4229,06/01/2013 00:23,454,200046,"Napier Avenue, Millwall",0,06/01/2013 00:18,586,200092,"Mudchute DLR, Cubitt Town",0,0,0,1
18942926,614,615,1011200004,8562077,2735,06/01/2013 00:29,61,1017,"Great Dover Street, Borough",0,06/01/2013 00:18,154,1072,"Waterloo Station 3, Waterloo",1,0,0,1
18947349,1487,1488,855737286,9118424,9201,06/01/2013 00:43,428,22179,"Exhibition Road, South Kensington",0,06/01/2013 00:18,325,1158,"St. Martin's Street, West End",0,0,0,0
18955896,913,913,1600858361,7209451,3787,06/01/2013 00:34,144,1093,"Kennington Cross, Kennington",0,06/01/2013 00:19,383,2660,"Frith Street, Soho",0,0,0,1
18949393,356,357,191283472,9118624,222,06/01/2013 00:25,105,1041,"Westbourne Grove, Bayswater",0,06/01/2013 00:19,408,1129,"Paddington Green Police Station, Paddington",0,0,0,0
18942735,907,908,1637220903,9118530,4050,06/01/2013 00:34,83,3452,"Panton Street, West End",0,06/01/2013 00:19,311,3494,"Foley Street, Fitzrovia",0,0,0,0
